Stars,Reviews
4.0 out of 5 stars,"nothing really special about this bag, it works just fine..."
3.0 out of 5 stars,"low quality, very simple design with no real structure, and the straps are flimsy. it gets the job done, and not much more. i used it for a few months and i am replacing it with a higher quality bag for not much more money."
5.0 out of 5 stars,"this bag is excellent - good fit and holds the essentials like phone, wallet and more!"
5.0 out of 5 stars,it is exactly the right size to store a cell phone and wallet. i think it will be the perfect gift for our son who is an avid biker.
5.0 out of 5 stars,"works well for holding all the items needed for my kids during a long bike ride. snacks, keys, extra water bottle etc. holds quite a bit."
5.0 out of 5 stars,really nice bag!
5.0 out of 5 stars,nice size for storage but does not interfere with pedaling looks great on the bike nice strong zipper
5.0 out of 5 stars,bought this to store my xde 9mm in while i bike ride. fits perfectly.
5.0 out of 5 stars,it held everything i thought it would. with enough room for more.
4.0 out of 5 stars,"i found the size just right. however i have a folding mtn bike and the top tube has a larger diameter then the straps will fit. i made an adjustment by attaching a longer strap and securing it in two places near the outer edges, instead of the one attachment in the center. then i took the velcro strap it came with and sewed it to the new strap. now it is very secure on the frame and opens easier"
5.0 out of 5 stars,"it fits as advertised. a little smaller than i expected, but not overly so. my u lock, doesn't fit. overall good value."
5.0 out of 5 stars,"i use this bag to carry a small first aid supply, spare bike tube and a few bike repair tools. easy to install and easy to use."
5.0 out of 5 stars,works perfect for what i needed
2.0 out of 5 stars,i bought this bike bag for my son to use on his mountain bike. it worked fine for riding around on neighborhood streets but the velcro strap broke loose the first time he took it on a trail. the bag is now useless.
5.0 out of 5 stars,this little bag stays in place and holds what i needed it to hold and then some. very pleased.
5.0 out of 5 stars,as expected and easy to install
5.0 out of 5 stars,fits well on my bike and has plenty of room .
5.0 out of 5 stars,great transaction and product
5.0 out of 5 stars,"nice, solid bag, with enough room for a number of tools. easily installed and accessed from my bike!"
5.0 out of 5 stars,it is pretty much perfect. store everything you need.
5.0 out of 5 stars,"got this for my brother, he really likes it :) perfect birthday gift for him cuz he loves bikes"
2.0 out of 5 stars,"i purchased this in may and was not super impressed with the quality--it's quite cheaply made. the velcro is not sewn onto the bag very well, but i didn't have issues with it. a few days ago this august, the zipper came off the tracks. when i tried to repair it, the zipper itself broke. unlikely to buy again."
5.0 out of 5 stars,the container worked well. except when i need a second water bottle. holds lots of stuff though.
5.0 out of 5 stars,great product
5.0 out of 5 stars,"this bag is very easy to install and has good quality. a fair amount of room to store a phone, wallet, and keys. only thing i would caution is it rides pretty close to the water bottle cage on the current bike. i don't know how it would fit another bike, but for the price, you can not beat this bag."
5.0 out of 5 stars,i like this storage bag. happy with my purchase.
5.0 out of 5 stars,easy to use & install. easy & secure access when riding.
5.0 out of 5 stars,i like it
4.0 out of 5 stars,"seems to be good quality ,but way to big to fit any of my bikes. mountain or hybrid. my fault i measured wrong."
4.0 out of 5 stars,i really like the triangle bag and the only complaint is the velcro straps cannot be tucked away from the zipper. it seems like you have unvelcro the bag to open the zipper which makes it a pain when opening the bag.
5.0 out of 5 stars,this is a very versatile and easy to use mini storage compartment. great idea for cycling and commuting.
1.0 out of 5 stars,use a plastic shopping bag before this garbage. broke after about 20 rides. total junk
3.0 out of 5 stars,"i liked this product, except it was almost too large and it often got in the way of my wall mount and bike hitch. sadly i returned it for a smaller underseat pouch"
4.0 out of 5 stars,"good bag, even arguably aerodynamic."
5.0 out of 5 stars,"good looking, priced right, holds all the basics (wallet, keys, etc) and can even stuff a drifit type shirt in there if needed. arrived on time. glad i purchased."
5.0 out of 5 stars,this is a nice and sharp looking pouch. fits nicely in the frame and has ample space for common items.
5.0 out of 5 stars,great size for my bike. holds all of my things
5.0 out of 5 stars,this unit appears to be a very good quality product. the one it is replacing cost a lot more and the construction was cheap. this is a better product by far at a better price point.
5.0 out of 5 stars,"unobtrusive and holds more than i expected (even my small pump!). attached fine, no problems at all."
1.0 out of 5 stars,"good shape and size, but the bag developed a hole in the fabric from friction with the seat tube after just a couple of rides."
5.0 out of 5 stars,made well and does not get in the way. great place to put keys and cell phone while riding your bike.
5.0 out of 5 stars,"perfect, installs easily and seems of good quality."
5.0 out of 5 stars,"fits great, out of way when riding"
5.0 out of 5 stars,purchased so my son could carry his phone.
5.0 out of 5 stars,"holds more than i expected, i like it"
4.0 out of 5 stars,over all good but doesn’t look that good
5.0 out of 5 stars,small enough does not add bulkiness. carries essentials.
5.0 out of 5 stars,just what i needed for house keys wallet and cell phone looks great works great and didnt break the bank.
5.0 out of 5 stars,"compact yet roomy enough for essentials. zipper runs along the top, making sure your stuff stays secure. it has an inside pouch to keep your phone separated from your keys. build quality exceeded my expectations."
5.0 out of 5 stars,"roomy, inexpensive way to carry wallet, phone, etc. good stitching and velcro."
5.0 out of 5 stars,"for me, a good bag in an out of the way place. holds everything i need to carry. pump ,xtra tube ,multi tool,phone and wallet."
5.0 out of 5 stars,i bought it as gift for christmas it was on his secret santa list.
4.0 out of 5 stars,"holds small items like wallet, keys, credit cards... good storage for the important little things."
5.0 out of 5 stars,bought this after my last one (different vendor) failed at zipper. this one is much better constructed and looks to be more robust. lots of room but still able to accommodate my water bottle.
5.0 out of 5 stars,no dislikes. easy to install and hold a lot of stuff. would recommend
5.0 out of 5 stars,"love it very durable and hold my phone, wallet, keys, and a snack...great purchase!"
5.0 out of 5 stars,"out of way, hugh storage capacity."
5.0 out of 5 stars,all my tools fit in it with lots of room to spare and looks great.
5.0 out of 5 stars,can hold my keys and iphone and misc with plenty of room. easy to put in and out items. key for riding
5.0 out of 5 stars,fit as expected on bicycle.
5.0 out of 5 stars,left handed use
5.0 out of 5 stars,it is better than expected. it is great.
5.0 out of 5 stars,"bought the medium size bag. i was pleasantly surprised to see that it was very roomy inside. i can carry a bike pump, tool kit, iphone, gloves, back up phone charger, wallet and keys!! it fits nicely, not too bulky."
